TEI,AI,IPI,TI,TLI,FTItheta,FTIalpha,thresholdPer,threshold,value,statechange,feedback,timestamp,attentionValue,activity,level,marker,result_1,result_2
,93.29098642355234,92.5482893426911,,,18.79497151476859,10.277619980847227,0.8,10.277619980847227,10.277619980847227,false,true,1671647669000,0,-,-,-,-,-
,90.22128796647918,86.6295463508729,,,14.6742397161522,7.566741001639528,0.8,7.566741001639528,7.566741001639528,false,false,1671647669236,0,-,-,-,-,-
,92.31857300460163,87.00390379990947,,,15.046354815201148,9.817953861661664,0.8,7.791862287641741,9.817953861661664,false,true,1671647669483,0,-,-,-,-,-
,94.9807213215035,88.06341013913028,,,14.82212437577892,7.416539549100939,0.8,7.461599984862516,7.416539549100939,false,false,1671647669703,0,-,-,-,-,-
,86.2843933963855,78.35717420340997,,,13.71974734910652,11.0025903968982,0.8,7.491640275370234,11.0025903968982,false,true,1671647669985,0,-,-,-,-,-
,90.78237800999585,81.09019038176983,,,20.030522302294315,13.449244368061933,0.8,7.521680565877951,13.449244368061933,true,true,1671647670195,0,-,-,-,-,-
,95.14981079919383,94.52244918191836,,,17.76489783531334,8.001351117494885,0.8,7.5517208563856695,8.001351117494885,true,true,1671647670444,0,-,-,-,-,-
,98.70822822004165,92.19459960084187,,,16.10157592356442,6.833844393658374,0.8,7.431559694354799,6.833844393658374,false,false,1671647670659,0,-,-,-,-,-
,100.9181453836576,74.27543329181456,,,12.81938966709815,7.894155933198434,0.8,7.461599984862516,7.894155933198434,false,true,1671647670908,0,-,-,-,-,-
,96.68548364151731,83.28898575653936,,,17.39878692115213,10.550039388744395,0.8,7.491640275370234,10.550039388744395,true,true,1671647671125,0,-,-,-,-,-
,92.15926240360983,82.50290802846011,,,17.695063769116203,9.042842476097036,0.8,7.5216805658779515,9.042842476097036,true,true,1671647671373,0,-,-,-,-,-
,90.71455624245539,79.99420040253847,,,16.022375755232332,9.696208416983758,0.8,7.5517208563856695,9.696208416983758,true,true,1671647671587,0,-,-,-,-,-
,91.40197884081044,86.42827476113801,,,16.60443606641688,11.276388967585213,0.8,7.599482494795418,11.276388967585213,true,true,1671647671833,0,-,-,-,-,-
,88.19832778833005,88.23743733036997,,,23.33269035429519,7.41333695184116,0.8,7.461599984862516,7.41333695184116,false,false,1671647672052,0,-,-,-,-,-
,103.74950400741201,85.15670985519773,,,11.558649303704584,7.862492596097667,0.8,7.491640275370234,7.862492596097667,false,true,1671647672299,0,-,-,-,-,-
,101.75545981707295,92.7437657556402,,,12.608813980165024,8.044069527492077,0.8,7.5216805658779515,8.044069527492077,true,true,1671647672762,0,-,-,-,-,-
,90.06418857159942,83.7844504021735,,,17.778794825127306,9.363686605599405,0.8,7.5517208563856695,9.363686605599405,true,true,1671647672980,0,-,-,-,-,-
,88.81263255864434,76.17276814040218,,,17.967404058248434,8.134155469803801,0.8,7.596316161085341,8.134155469803801,true,true,1671647673682,0,-,-,-,-,-
,84.58826588629006,86.18228622235873,,,17.921481184391524,9.614508766500812,0.8,7.65546647997697,9.614508766500812,true,true,1671647673912,0,-,-,-,-,-
,89.11927356691699,78.73314402889659,,,16.516622383177335,10.25315336180774,0.8,7.714616798868597,10.25315336180774,true,true,1671647674143,0,-,-,-,-,-
,109.15689737048977,109.04982033456167,,,-8.189880675462092,-13.011497687733353,0.7,,,false,false,1671647702859,0,-,-,-,-,-
,117.77477362383969,118.23874280136232,,,-11.040866411178854,-13.870400984548553,0.7,,,true,false,1671647703070,0,-,-,-,-,-
,95.18255891098599,103.7847156133646,,,-2.776886037679944,-6.171806842275721,0.7,,,true,false,1671647703288,0,-,-,-,-,-
,111.82791052128293,103.37427422863308,,,-0.6162931313901083,5.88272312931926,0.7,,,true,false,1671647703501,0,-,-,-,-,-
,109.82297306838376,102.48554004817922,,,5.3540356378140075,5.378682472054287,0.7,,,true,false,1671647703723,0,-,-,-,-,-
,106.47387104892081,105.26766323821626,,,4.557875831130971,0.3867307535707596,0.7,,,true,false,1671647703959,0,-,-,-,-,-
,104.75879975386832,98.87061138149947,,,6.5152310085221,0.2997823814799503,0.7,,,true,false,1671647704195,0,-,-,-,-,-
,98.6169565650689,93.16488580475698,,,15.081336171637162,4.104119881206529,0.7,,,true,false,1671647704426,0,-,-,-,-,-
,93.36252181732094,92.23197627522795,,,16.338618272504185,6.234018527753257,0.7,,,true,false,1671647704631,0,-,-,-,-,-
,100.31215797261049,87.1778525283353,,,15.158754618239215,6.77050435728723,0.7,,,true,false,1671647704848,0,-,-,-,-,-
,96.19222157827576,89.40460710400663,,,15.014703643168545,8.342343050137217,0.7,,,true,false,1671647705063,0,-,-,-,-,-
,89.06409479673894,83.39902681902701,,,16.500439396632657,11.694990841887751,0.7,,,true,false,1671647705282,0,-,-,-,-,-
,92.9166329091349,82.88296421806841,,,14.49683403739268,8.857254212224582,0.7,,,true,false,1671647705499,0,-,-,-,-,-
